date,medicine_name,category,past_7_day_sales,past_30_day_avg_sales,current_stock,days_to_expiry,price_per_unit,daily_sales_real,next_7_day_demand,month,live_temp,live_humidity,is_rainy,fever_trend,allergy_trend
2014-04-11,Alprazolam,N05B,37.0,6.6,12,371,281,2.0,74.0,4,26.92,83,0,56,0
2014-04-12,Alprazolam,N05B,30.0,5.933333333333334,84,277,295,19.0,62.0,4,26.92,83,0,56,0
2014-04-13,Alprazolam,N05B,44.0,6.233333333333333,20,138,95,3.0,59.0,4,26.92,83,0,56,0
2014-04-14,Alprazolam,N05B,46.0,5.966666666666667,91,170,86,10.0,57.0,4,26.92,83,0,56,0
2014-04-15,Alprazolam,N05B,52.0,5.7,131,53,349,12.0,53.0,4,26.92,83,0,56,0
2014-04-16,Alprazolam,N05B,58.0,5.9,5,60,33,1.0,60.0,4,26.92,83,0,56,0
2014-04-17,Alprazolam,N05B,57.0,5.733333333333333,106,136,234,19.0,47.0,4,26.92,83,0,56,0
2014-04-18,Alprazolam,N05B,66.0,6.066666666666666,49,153,278,10.0,47.0,4,26.92,83,0,56,0
2014-04-19,Alprazolam,N05B,74.0,6.333333333333333,42,313,339,7.0,52.0,4,26.92,83,0,56,0
2014-04-20,Alprazolam,N05B,62.0,6.4,1,319,45,0.0,54.0,4,26.92,83,0,56,0
2014-04-21,Alprazolam,N05B,59.0,6.266666666666667,97,135,228,8.0,54.0,4,26.92,83,0,56,0
2014-04-22,Alprazolam,N05B,57.0,6.2,37,78,213,8.0,52.0,4,26.92,83,0,56,0
2014-04-23,Alprazolam,N05B,53.0,6.466666666666667,32,282,77,8.0,55.0,4,26.92,83,0,56,0
2014-04-24,Alprazolam,N05B,60.0,6.5,17,157,185,6.0,49.0,4,26.92,83,0,56,0
2014-04-25,Alprazolam,N05B,47.0,6.466666666666667,48,68,112,10.0,55.0,4,26.92,83,0,56,0
2014-04-26,Alprazolam,N05B,47.0,6.566666666666666,61,33,221,12.0,48.0,4,26.92,83,0,56,0
2014-04-27,Alprazolam,N05B,52.0,6.766666666666667,15,323,32,2.0,49.0,4,26.92,83,0,56,0
2014-04-28,Alprazolam,N05B,54.0,6.733333333333333,53,240,65,8.0,48.0,4,26.92,83,0,56,0
2014-04-29,Alprazolam,N05B,54.0,6.733333333333333,41,154,74,6.0,52.0,4,26.92,83,0,56,0
2014-04-30,Alprazolam,N05B,52.0,6.8,95,326,159,11.0,49.0,4,26.92,83,0,56,0
2014-05-01,Alprazolam,N05B,55.0,6.966666666666667,1,99,52,0.0,59.0,5,26.92,83,0,56,0
2014-05-02,Alprazolam,N05B,49.0,6.8,54,329,267,16.0,55.0,5,26.92,83,0,56,0
2014-05-03,Alprazolam,N05B,55.0,7.3,29,165,126,5.0,65.0,5,26.92,83,0,56,0
2014-05-04,Alprazolam,N05B,48.0,7.333333333333333,13,95,173,3.0,69.0,5,26.92,83,0,56,0
2014-05-05,Alprazolam,N05B,49.0,7.133333333333334,63,355,219,7.0,70.0,5,26.92,83,0,56,0
2014-05-06,Alprazolam,N05B,48.0,7.2,63,250,240,10.0,67.0,5,26.92,83,0,56,0
2014-05-07,Alprazolam,N05B,52.0,7.5,53,49,245,8.0,63.0,5,26.92,83,0,56,0
2014-05-08,Alprazolam,N05B,49.0,7.633333333333334,70,253,164,10.0,60.0,5,26.92,83,0,56,0
2014-05-09,Alprazolam,N05B,59.0,7.766666666666667,76,267,252,12.0,58.0,5,26.92,83,0,56,0
2014-05-10,Alprazolam,N05B,55.0,8.1,95,56,107,15.0,57.0,5,26.92,83,0,56,0
2014-05-11,Alprazolam,N05B,65.0,8.266666666666667,53,349,181,7.0,56.0,5,26.92,83,0,56,0
2014-05-12,Alprazolam,N05B,69.0,8.433333333333334,90,97,247,8.0,53.0,5,26.92,83,0,56,0
2014-05-13,Alprazolam,N05B,70.0,8.066666666666666,66,252,262,7.0,56.0,5,26.92,83,0,56,0
2014-05-14,Alprazolam,N05B,67.0,8.2,41,272,338,4.0,58.0,5,26.92,83,0,56,0
2014-05-15,Alprazolam,N05B,63.0,8.0,55,210,317,7.0,59.0,5,26.92,83,0,56,0
2014-05-16,Alprazolam,N05B,60.0,7.833333333333333,95,220,194,10.0,57.0,5,26.92,83,0,56,0
2014-05-17,Alprazolam,N05B,58.0,8.133333333333333,65,348,345,14.0,54.0,5,26.92,83,0,56,0
2014-05-18,Alprazolam,N05B,57.0,7.966666666666667,55,119,16,6.0,56.0,5,26.92,83,0,56,0
2014-05-19,Alprazolam,N05B,56.0,7.833333333333333,34,126,113,5.0,58.0,5,26.92,83,0,56,0
2014-05-20,Alprazolam,N05B,53.0,7.766666666666667,28,167,340,10.0,60.0,5,26.92,83,0,56,0
2014-05-21,Alprazolam,N05B,56.0,8.1,24,108,345,6.0,63.0,5,26.92,83,0,56,0
2014-05-22,Alprazolam,N05B,58.0,8.033333333333333,57,207,291,8.0,68.0,5,26.92,83,0,56,0
2014-05-23,Alprazolam,N05B,59.0,8.033333333333333,50,259,58,8.0,74.0,5,26.92,83,0,56,0
2014-05-24,Alprazolam,N05B,57.0,8.033333333333333,52,268,307,11.0,73.0,5,26.92,83,0,56,0
2014-05-25,Alprazolam,N05B,54.0,8.2,36,77,130,8.0,69.0,5,26.92,83,0,56,0
2014-05-26,Alprazolam,N05B,56.0,8.133333333333333,70,394,66,7.0,78.0,5,26.92,83,0,56,0
2014-05-27,Alprazolam,N05B,58.0,7.966666666666667,116,67,252,12.0,73.0,5,26.92,83,0,56,0
2014-05-28,Alprazolam,N05B,60.0,8.3,74,164,112,9.0,70.0,5,26.92,83,0,56,0
2014-05-29,Alprazolam,N05B,63.0,8.333333333333334,67,277,318,13.0,61.0,5,26.92,83,0,56,0
2014-05-30,Alprazolam,N05B,68.0,8.566666666666666,165,98,327,14.0,62.0,5,26.92,83,0,56,0
2014-05-31,Alprazolam,N05B,74.0,8.666666666666666,73,197,195,10.0,60.0,5,26.92,83,0,56,0
2014-06-01,Alprazolam,N05B,73.0,9.0,36,270,180,4.0,64.0,6,26.92,83,0,56,0
2014-06-02,Alprazolam,N05B,69.0,8.6,104,119,42,16.0,65.0,6,26.92,83,0,56,0
2014-06-03,Alprazolam,N05B,78.0,8.966666666666667,41,319,163,7.0,74.0,6,26.92,83,0,56,0
2014-06-04,Alprazolam,N05B,73.0,9.1,72,119,186,6.0,84.0,6,26.92,83,0,56,0
2014-06-05,Alprazolam,N05B,70.0,9.066666666666666,31,213,285,4.0,92.0,6,26.92,83,0,56,0
2014-06-06,Alprazolam,N05B,61.0,8.866666666666667,140,124,135,15.0,88.0,6,26.92,83,0,56,0
2014-06-07,Alprazolam,N05B,62.0,9.1,59,107,265,8.0,90.0,6,26.92,83,0,56,0
2014-06-08,Alprazolam,N05B,60.0,9.033333333333333,94,329,151,8.0,87.0,6,26.92,83,0,56,0
2014-06-09,Alprazolam,N05B,64.0,8.9,88,134,250,17.0,81.0,6,26.92,83,0,56,0
2014-06-10,Alprazolam,N05B,65.0,8.966666666666667,145,319,116,16.0,77.0,6,26.92,83,0,56,0
2014-06-11,Alprazolam,N05B,74.0,9.266666666666667,77,192,323,16.0,67.0,6,26.92,83,0,56,0
2014-06-12,Alprazolam,N05B,84.0,9.533333333333333,110,391,231,12.0,63.0,6,26.92,83,0,56,0
2014-06-13,Alprazolam,N05B,92.0,9.7,69,128,317,11.0,61.0,6,26.92,83,0,56,0
2014-06-14,Alprazolam,N05B,88.0,9.933333333333334,32,370,119,10.0,63.0,6,26.92,83,0,56,0
2014-06-15,Alprazolam,N05B,90.0,10.033333333333333,35,122,270,5.0,66.0,6,26.92,83,0,56,0
2014-06-16,Alprazolam,N05B,87.0,9.866666666666667,83,377,145,11.0,67.0,6,26.92,83,0,56,0
2014-06-17,Alprazolam,N05B,81.0,9.766666666666667,63,127,57,12.0,78.0,6,26.92,83,0,56,0
2014-06-18,Alprazolam,N05B,77.0,9.966666666666667,22,160,288,6.0,91.0,6,26.92,83,0,56,0
2014-06-19,Alprazolam,N05B,67.0,10.0,64,66,156,8.0,97.0,6,26.92,83,0,56,0
2014-06-20,Alprazolam,N05B,63.0,9.933333333333334,54,169,196,9.0,101.0,6,26.92,83,0,56,0
2014-06-21,Alprazolam,N05B,61.0,10.033333333333333,61,238,231,12.0,103.0,6,26.92,83,0,56,0
2014-06-22,Alprazolam,N05B,63.0,10.166666666666666,75,211,57,8.0,96.0,6,26.92,83,0,56,0
2014-06-23,Alprazolam,N05B,66.0,10.166666666666666,104,190,243,12.0,90.0,6,26.92,83,0,56,0
2014-06-24,Alprazolam,N05B,67.0,10.2,106,298,254,23.0,77.0,6,26.92,83,0,56,0
2014-06-25,Alprazolam,N05B,78.0,10.7,131,195,118,19.0,65.0,6,26.92,83,0,56,0
2014-06-26,Alprazolam,N05B,91.0,11.1,48,72,131,14.0,58.0,6,26.92,83,0,56,0
2014-06-27,Alprazolam,N05B,97.0,11.166666666666666,95,172,160,13.0,59.0,6,26.92,83,0,56,0
2014-06-28,Alprazolam,N05B,101.0,11.3,113,98,110,14.0,56.0,6,26.92,83,0,56,0
2014-06-29,Alprazolam,N05B,103.0,11.333333333333334,6,136,68,1.0,64.0,6,26.92,83,0,56,0
2014-06-30,Alprazolam,N05B,96.0,10.9,37,134,283,6.0,69.0,6,26.92,83,0,56,0
2014-07-01,Alprazolam,N05B,90.0,10.766666666666667,90,288,291,10.0,62.0,7,26.92,83,0,56,0
2014-07-02,Alprazolam,N05B,77.0,10.966666666666667,28,290,231,7.0,61.0,7,26.92,83,0,56,0
2014-07-03,Alprazolam,N05B,65.0,10.666666666666666,41,144,291,7.0,86.0,7,26.92,83,0,56,0
2014-07-04,Alprazolam,N05B,58.0,10.666666666666666,96,198,292,14.0,89.0,7,26.92,83,0,56,0
2014-07-05,Alprazolam,N05B,59.0,10.933333333333334,85,68,194,11.0,90.0,7,26.92,83,0,56,0
2014-07-06,Alprazolam,N05B,56.0,11.166666666666666,83,317,318,9.0,83.0,7,26.92,83,0,56,0
2014-07-07,Alprazolam,N05B,64.0,10.966666666666667,94,157,82,11.0,91.0,7,26.92,83,0,56,0
2014-07-08,Alprazolam,N05B,69.0,11.066666666666666,17,263,329,3.0,106.0,7,26.92,83,0,56,0
2014-07-09,Alprazolam,N05B,62.0,10.9,32,334,350,6.0,112.0,7,26.92,83,0,56,0
2014-07-10,Alprazolam,N05B,61.0,10.533333333333333,196,204,217,32.0,94.0,7,26.92,83,0,56,0
2014-07-11,Alprazolam,N05B,86.0,11.066666666666666,104,244,91,17.0,83.0,7,26.92,83,0,56,0
2014-07-12,Alprazolam,N05B,89.0,11.1,104,308,224,12.0,81.0,7,26.92,83,0,56,0
2014-07-13,Alprazolam,N05B,90.0,11.1,20,313,81,2.0,84.0,7,26.92,83,0,56,0
2014-07-14,Alprazolam,N05B,83.0,10.8,129,201,252,19.0,78.0,7,26.92,83,0,56,0
2014-07-15,Alprazolam,N05B,91.0,11.1,152,23,140,18.0,67.0,7,26.92,83,0,56,0
2014-07-16,Alprazolam,N05B,106.0,11.533333333333333,70,381,324,12.0,74.0,7,26.92,83,0,56,0
2014-07-17,Alprazolam,N05B,112.0,11.566666666666666,114,268,175,14.0,65.0,7,26.92,83,0,56,0
2014-07-18,Alprazolam,N05B,94.0,11.633333333333333,24,329,341,6.0,74.0,7,26.92,83,0,56,0
2014-07-19,Alprazolam,N05B,83.0,11.633333333333333,49,86,151,10.0,77.0,7,26.92,83,0,56,0
2014-07-20,Alprazolam,N05B,81.0,11.7,51,95,261,5.0,77.0,7,26.92,83,0,56,0
2014-07-21,Alprazolam,N05B,84.0,11.566666666666666,76,212,120,13.0,73.0,7,26.92,83,0,56,0
2014-07-22,Alprazolam,N05B,78.0,11.6,51,119,143,7.0,81.0,7,26.92,83,0,56,0
2014-07-23,Alprazolam,N05B,67.0,11.566666666666666,149,188,229,19.0,76.0,7,26.92,83,0,56,0
2014-07-24,Alprazolam,N05B,74.0,11.8,34,241,204,5.0,79.0,7,26.92,83,0,56,0
2014-07-25,Alprazolam,N05B,65.0,11.2,102,152,83,15.0,81.0,7,26.92,83,0,56,0
2014-07-26,Alprazolam,N05B,74.0,11.066666666666666,112,202,291,13.0,80.0,7,26.92,83,0,56,0
2014-07-27,Alprazolam,N05B,77.0,11.033333333333333,44,72,225,5.0,80.0,7,26.92,83,0,56,0
2014-07-28,Alprazolam,N05B,77.0,10.766666666666667,57,198,250,9.0,85.0,7,26.92,83,0,56,0
2014-07-29,Alprazolam,N05B,73.0,10.6,67,117,120,15.0,79.0,7,26.92,83,0,56,0
2014-07-30,Alprazolam,N05B,81.0,11.066666666666666,48,38,280,14.0,72.0,7,26.92,83,0,56,0
2014-07-31,Alprazolam,N05B,76.0,11.333333333333334,83,225,46,8.0,77.0,7,26.92,83,0,56,0
2014-08-01,Alprazolam,N05B,79.0,11.266666666666667,132,373,76,17.0,72.0,8,26.92,83,0,56,0
2014-08-02,Alprazolam,N05B,81.0,11.6,95,271,176,12.0,84.0,8,26.92,83,0,56,0
2014-08-03,Alprazolam,N05B,80.0,11.766666666666667,37,28,156,5.0,83.0,8,26.92,83,0,56,0
2014-08-04,Alprazolam,N05B,80.0,11.466666666666667,120,294,106,14.0,87.0,8,26.92,83,0,56,0
2014-08-05,Alprazolam,N05B,85.0,11.566666666666666,91,36,170,9.0,86.0,8,26.92,83,0,56,0
2014-08-06,Alprazolam,N05B,79.0,11.566666666666666,70,148,235,7.0,90.0,8,26.92,83,0,56,0
2014-08-07,Alprazolam,N05B,72.0,11.433333333333334,69,265,118,13.0,90.0,8,26.92,83,0,56,0
2014-08-08,Alprazolam,N05B,77.0,11.766666666666667,51,369,25,12.0,93.0,8,26.92,83,0,56,0
2014-08-09,Alprazolam,N05B,72.0,11.966666666666667,82,186,225,24.0,96.0,8,26.92,83,0,56,0
2014-08-10,Alprazolam,N05B,84.0,11.7,16,269,58,4.0,99.0,8,26.92,83,0,56,0
2014-08-11,Alprazolam,N05B,83.0,11.266666666666667,200,175,349,18.0,102.0,8,26.92,83,0,56,0
2014-08-12,Alprazolam,N05B,87.0,11.466666666666667,31,143,151,8.0,107.0,8,26.92,83,0,56,0
2014-08-13,Alprazolam,N05B,86.0,11.666666666666666,82,355,140,11.0,106.0,8,26.92,83,0,56,0
2014-08-14,Alprazolam,N05B,90.0,11.4,93,97,42,13.0,109.0,8,26.92,83,0,56,0
2014-08-15,Alprazolam,N05B,90.0,11.233333333333333,84,341,200,15.0,109.0,8,26.92,83,0,56,0
2014-08-16,Alprazolam,N05B,93.0,11.333333333333334,111,28,138,27.0,87.0,8,26.92,83,0,56,0
2014-08-17,Alprazolam,N05B,96.0,11.766666666666667,33,116,235,7.0,92.0,8,26.92,83,0,56,0
2014-08-18,Alprazolam,N05B,99.0,11.8,170,241,218,21.0,92.0,8,26.92,83,0,56,0
2014-08-19,Alprazolam,N05B,102.0,12.166666666666666,129,269,284,13.0,93.0,8,26.92,83,0,56,0
2014-08-20,Alprazolam,N05B,107.0,12.433333333333334,56,284,124,10.0,97.0,8,26.92,83,0,56,0
2014-08-21,Alprazolam,N05B,106.0,12.333333333333334,148,317,155,16.0,100.0,8,26.92,83,0,56,0
2014-08-22,Alprazolam,N05B,109.0,12.633333333333333,96,348,325,15.0,103.0,8,26.92,83,0,56,0
2014-08-23,Alprazolam,N05B,109.0,12.5,45,97,171,5.0,111.0,8,26.92,83,0,56,0
2014-08-24,Alprazolam,N05B,87.0,12.5,67,212,152,12.0,112.0,8,26.92,83,0,56,0
2014-08-25,Alprazolam,N05B,92.0,12.4,110,351,107,21.0,106.0,8,26.92,83,0,56,0
2014-08-26,Alprazolam,N05B,92.0,12.666666666666666,59,138,279,14.0,99.0,8,26.92,83,0,56,0
2014-08-27,Alprazolam,N05B,93.0,12.966666666666667,133,327,140,14.0,97.0,8,26.92,83,0,56,0
2014-08-28,Alprazolam,N05B,97.0,13.133333333333333,227,346,209,19.0,99.0,8,26.92,83,0,56,0
2014-08-29,Alprazolam,N05B,100.0,13.266666666666667,179,40,33,18.0,96.0,8,26.92,83,0,56,0
2014-08-30,Alprazolam,N05B,103.0,13.4,123,307,61,13.0,113.0,8,26.92,83,0,56,0
2014-08-31,Alprazolam,N05B,111.0,13.566666666666666,70,256,287,13.0,109.0,8,26.92,83,0,56,0
2014-09-01,Alprazolam,N05B,112.0,13.433333333333334,96,294,246,15.0,109.0,9,26.92,83,0,56,0
2014-09-02,Alprazolam,N05B,106.0,13.533333333333333,34,229,169,7.0,119.0,9,26.92,83,0,56,0
2014-09-03,Alprazolam,N05B,99.0,13.6,111,225,99,12.0,119.0,9,26.92,83,0,56,0
